# timestamp tx ty tz qx qy qz qw
1597312873.442730903625 -0.000257282396 -0.002862695979 -0.023416120288 0.999999550068 0.000096277590 -0.000923487187 0.000194336853
1597312873.542491674423 -0.000127041850 -0.002787155914 -0.022945311268 0.999999540019 0.000093868600 -0.000946219986 0.000125769436
1597312873.642252206802 0.000170440807 -0.002982871050 -0.022185628824 0.999999428957 0.000100661003 -0.001063608021 0.000026304885
1597312873.742012977600 0.000469279236 -0.002842870936 -0.021112589270 0.999999205527 0.000096736769 -0.001256706522 -0.000016604452
1597312873.841923475266 0.000633283005 -0.002435691009 -0.020247089420 0.999998846932 0.000085196536 -0.001512482803 -0.000106174102
1597312873.941684246063 0.000505917347 -0.002124230939 -0.019361177486 0.999998229412 0.000081251686 -0.001862488017 -0.000256339325
1597312874.041444778442 0.000399875039 -0.001989825599 -0.018142552473 0.999996569951 0.000075540886 -0.002567355314 -0.000512899235
1597312874.141205549240 0.000587406847 -0.001784038118 -0.016828707219 0.999994657365 0.000070477387 -0.003188210341 -0.000718045222
1597312874.241116046906 0.000718969206 -0.001718881484 -0.016142333358 0.999991870923 0.000068847340 -0.003895291547 -0.001039255510
1597312874.340876817703 0.000921551138 -0.001923632190 -0.015760245365 0.999988208993 0.000075422480 -0.004668973918 -0.001332992132
1597312874.440637350082 0.000935976826 -0.001826000775 -0.014658094068 0.999981288909 0.000060622744 -0.005799477963 -0.001945305088
1597312874.540548086166 0.000603686276 -0.001941508024 -0.013545637664 0.999970831817 0.000058844638 -0.007147434163 -0.002691883544
1597312874.640308618546 0.000357384380 -0.002282276315 -0.013055603782 0.999952891721 0.000064023684 -0.008973562083 -0.003699381506
1597312874.740069389343 0.000419526488 -0.002512251144 -0.012413763697 0.999928769686 0.000056380847 -0.010998070472 -0.004636250747
1597312874.839829921722 0.000700148480 -0.002710765431 -0.011678258346 0.999897369736 0.000038479826 -0.013140032731 -0.005708594835
1597312874.939590692520 0.000865356120 -0.002667567698 -0.011136527259 0.999876405621 0.000023529446 -0.014395474484 -0.006320066651
1597312875.039351224899 0.001046164403 -0.002787314216 -0.010896441674 0.999843044685 -0.000002795607 -0.016189143643 -0.007197055970
1597312875.139261960983 0.001339753781 -0.002412136199 -0.011191758553 0.999801941204 -0.000046662597 -0.018132490809 -0.008202985097
1597312875.239022493362 0.001510461903 -0.001608619507 -0.011255567774 0.999745459372 -0.000118996077 -0.020484488772 -0.009454524087
1597312875.338783264160 0.001794874282 -0.001656028042 -0.011167496765 0.999662426319 -0.000485495692 -0.023566622318 -0.010927580316
1597312875.438393831253 0.001481200948 -0.002074378337 -0.015033509650 0.999357476962 -0.021300031260 -0.026374437883 -0.011633182476
1597312875.537854433060 0.000403817369 -0.001803623733 -0.017859041764 0.997357341559 -0.065507484224 -0.030571835968 -0.007243313775
1597312875.637315034866 0.001342351611 -0.004549202402 -0.019935587204 0.993378581545 -0.114731272128 -0.005889876219 0.001018960612
1597312875.736625671387 0.004966542745 -0.011373679816 -0.022530518585 0.987540206834 -0.148720384210 0.042498482497 -0.028990794948
1597312875.836236238480 0.005101988075 -0.035839797048 -0.023780428799 0.980272580535 -0.171098006441 0.095113761664 -0.027285754266
1597312875.935996770859 0.004680338593 -0.048247538989 -0.024792713642 0.979738630851 -0.187731748978 0.066595956381 -0.020832288343
1597312876.035307407379 0.001136234101 -0.045038299900 -0.022125216026 0.979672617572 -0.199695776717 0.019026818871 -0.001067382404
1597312876.134917974472 0.000577276641 -0.052486995933 -0.021212582219 0.978366081608 -0.206758517387 0.007025576947 0.001169237339
1597312876.234528779984 -0.000324812672 -0.054307734890 -0.020779670327 0.977345391734 -0.211586365009 -0.003206307547 0.004112783669
1597312876.333689212799 -0.002632115813 -0.053647309650 -0.020288356009 0.976601012818 -0.214828373821 -0.007451658153 0.006610926892
1597312876.433300018311 -0.004760143219 -0.056361453800 -0.019989082887 0.976112950928 -0.216881241444 -0.010126455221 0.007968001371
1597312876.532760620117 -0.005807663267 -0.064479855704 -0.021767710652 0.975869790278 -0.218136013961 -0.007355542911 0.006381835590
1597312876.632371187210 -0.007040734098 -0.062001064153 -0.020065579519 0.975599988792 -0.219237748227 -0.009683953865 0.006759634592
1597312876.732131719589 -0.005246762716 -0.065190766002 -0.020979190535 0.975489988914 -0.219784631803 -0.009276460297 0.005286249809
1597312876.831742525101 -0.004580872455 -0.064546700991 -0.022953076146 0.975979039401 -0.217591696987 -0.009676809417 0.005012725038
1597312876.931203126907 -0.004814301703 -0.068300049138 -0.031230796152 0.982122137944 -0.187914599863 -0.010181181457 0.004533526536
1597312877.030963659286 -0.002914923320 -0.057105486915 -0.034296274536 0.991396992177 -0.130223696967 -0.012653085292 0.003700281594
