# timestamp tx ty tz qx qy qz qw
1597195468.624667167664 0.000000000000 0.000000000000 -2.137366771698 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.629617691040 0.000000000000 0.000000000000 -2.136988401413 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.634568214417 0.000000000000 0.000000000000 -2.136602878571 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.639668941498 0.000000000000 0.000000000000 -2.136199474335 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.644619464874 0.000000000000 0.000000000000 -2.135804414749 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.649569988251 0.000000000000 0.000000000000 -2.135403156281 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.654670476913 0.000000000000 0.000000000000 -2.134988069534 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.659621000290 0.000000000000 0.000000000000 -2.134578943253 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.664571523666 0.000000000000 0.000000000000 -2.134169816971 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.669672012329 0.000000000000 0.000000000000 -2.133745193481 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.674622535706 0.000000000000 0.000000000000 -2.133328199387 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.679573059082 0.000000000000 0.000000000000 -2.132911205292 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.684673547745 0.000000000000 0.000000000000 -2.132481575012 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.689624071121 0.000000000000 0.000000000000 -2.132064580917 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.694574594498 0.000000000000 0.000000000000 -2.131647586823 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.699675321579 0.000000000000 0.000000000000 -2.131217956543 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.704625844955 0.000000000000 0.000000000000 -2.130800962448 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.709576368332 0.000000000000 0.000000000000 -2.130382776260 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.714676856995 0.000000000000 0.000000000000 -2.129945039749 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.719627380371 0.000000000000 0.000000000000 -2.129520177841 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.724577903748 0.000000000000 0.000000000000 -2.129095315933 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.729678392410 0.000000000000 0.000000000000 -2.128653764725 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.734628915787 0.000000000000 0.000000000000 -2.128221035004 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.739579439163 0.000000000000 0.000000000000 -2.127788305283 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.744680166245 0.000000000000 0.000000000000 -2.127342462540 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.749630689621 0.000000000000 0.000000000000 -2.126909732819 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.754581212997 0.000000000000 0.000000000000 -2.126477003098 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.759681701660 0.000000000000 0.000000000000 -2.126031875610 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.764632225037 0.000000000000 0.000000000000 -2.125607013702 0.000000000000 0.000000000000 0.000000000000 1.000000000000
1597195468.769582748413 0.000000000000 0.000000000000 -2.125182151794 0.000000000000 0.000000000000 0.000000000000 1.000000000000
