# timestamp tx ty tz qx qy qz qw
1597195469.689480781555 0.000059103291 -0.000031919766 -0.028429214303 0.999997775208 -0.000087909800 0.000528075427 -0.002040339920
1597195469.789541482925 0.000154374200 0.000344025358 -0.027431606400 0.999979687354 -0.000076089519 0.001033673373 -0.006288927435
1597195469.889602184296 0.000324353504 0.001115279263 -0.026883576307 0.999968300468 -0.000172504675 0.000894711856 -0.007909980587
1597195469.989512920380 0.000605855683 0.001211703023 -0.025941686888 0.999958583443 -0.000144016840 0.000757414188 -0.009068460868
1597195470.089573383331 0.000440178858 0.001234321694 -0.025300935243 0.999948107702 0.000504118166 0.000584406677 -0.010158062612
1597195470.189484119415 0.000325875968 0.001268117488 -0.028335893577 0.999666540360 0.023724585176 -0.000189997985 -0.010193921877
1597195470.289544820786 -0.001091853589 -0.000705696237 -0.030695194730 0.997072669744 0.069804997450 -0.029825737356 0.009153085404
1597195470.389605522156 0.000793021225 -0.000408992290 -0.032423264860 0.992793311479 0.118952272302 -0.005803706950 0.013345957509
1597195470.489516258240 0.002294359395 -0.000086982472 -0.033156132068 0.988029543393 0.153745954336 0.001767264145 0.012517175645
1597195470.589576721191 0.003274676780 0.002469150842 -0.032819015548 0.984177203357 0.176796264573 0.010691926433 0.004898564531
1597195470.689487457275 0.008101872716 0.001816458602 -0.030938985130 0.981181204123 0.192813633591 -0.001004002192 0.010263496297
1597195470.789548158646 0.001417508271 -0.000307052950 -0.033652466390 0.979111097088 0.203163776634 -0.001092332996 -0.008046504360
1597195470.889458894730 -0.000766270885 -0.003565038681 -0.035259173626 0.977569250047 0.210388805621 -0.004435001362 -0.008674248913
1597195470.989519596100 -0.000781480243 -0.004221087723 -0.035117822724 0.976528548866 0.215300055666 -0.002917926590 -0.005418946882
1597195471.089580059052 0.000091616987 -0.002004746488 -0.035353643652 0.975837215054 0.218479067873 -0.000427736743 -0.002905797462
1597195471.189490795135 -0.001079744888 -0.004067289100 -0.036060831515 0.975338277662 0.220701342280 -0.000740839367 -0.002369134715
1597195471.289251565933 -0.001032861499 -0.003299174069 -0.035932334574 0.975037017805 0.222037244884 0.000139443617 -0.001502115274
1597195471.389312028885 -0.000802253628 -0.002496907909 -0.035575182193 0.974830072709 0.222947001777 0.000601326282 -0.000775981137
1597195471.489222764969 -0.000964453194 -0.002286288734 -0.035496065231 0.974677652692 0.223612557054 0.000663009961 -0.000676822013
